gender,age,ref_total,ref_wages,ref_cg,ref_other,total_income,wages,capital_gains,other_income,err_total,err_wages,err_cg,err_other,age_bin
Female,45,10619000.0,8339000.0,942000.0,1337000.0,7927920.676639345,5814723.2606557375,977889.5139344262,1135307.9020491804,-2691079.3233606555,-2524276.7393442625,35889.51393442624,-201692.09795081965,"[40, 50)"
Female,46,10666400.0,8307800.0,1050800.0,1306600.0,8036125.74815137,5858758.017398869,1061973.9608525445,1115393.7698999564,-2630274.2518486297,-2449041.9826011313,11173.960852544522,-191206.23010004358,"[40, 50)"
Female,47,10713800.0,8276600.0,1159600.0,1276200.0,8117610.527468153,5865464.242038216,1158747.3570859872,1093398.9283439491,-2596189.4725318467,-2411135.7579617836,-852.642914012773,-182801.07165605086,"[40, 50)"
Female,48,10761200.0,8245400.0,1268400.0,1245800.0,8200029.77354452,5850694.188784246,1272681.4520547944,1076654.1327054794,-2561170.22645548,-2394705.8112157537,4281.452054794412,-169145.8672945206,"[40, 50)"
Female,49,10808600.0,8214200.0,1377200.0,1215400.0,8306032.806823027,5878404.390191898,1366298.9189765458,1061329.4976545842,-2502567.1931769727,-2335795.6098081023,-10901.0810234542,-154070.50234541576,"[40, 50)"
Female,50,10856000.0,8183000.0,1486000.0,1185000.0,8297092.266429137,5787321.865795724,1463349.6381631037,1046420.7624703088,-2558907.7335708626,-2395678.134204276,-22650.361836896278,-138579.2375296912,"[50, 60)"
Female,51,10791400.0,8039600.0,1556800.0,1193200.0,8356884.455368161,5760260.359111477,1549994.9670917317,1046629.1291649527,-2434515.544631839,-2279339.6408885233,-6805.032908268273,-146570.87083504733,"[50, 60)"
Female,52,10726800.0,7896200.0,1627600.0,1201400.0,8325431.652466368,5649998.977578475,1627410.5704035875,1048022.1044843049,-2401368.347533632,-2246201.022421525,-189.42959641246125,-153377.8955156951,"[50, 60)"
Female,53,10662200.0,7752800.0,1698400.0,1209600.0,8527856.140705882,5757298.179294118,1695557.4527058823,1075000.5087058824,-2134343.8592941184,-1995501.8207058823,-2842.547294117743,-134599.49129411764,"[50, 60)"
Female,54,10597600.0,7609400.0,1769200.0,1217800.0,8455336.878256751,5612448.318332544,1745446.8356229274,1097441.724301279,-2142263.121743249,-1996951.6816674564,-23753.164377072593,-120358.27569872094,"[50, 60)"
Female,55,10533000.0,7466000.0,1840000.0,1226000.0,8476789.389814375,5549733.674916706,1763887.742027606,1163167.9728700619,-2056210.610185625,-1916266.325083294,-76112.25797239412,-62832.02712993813,"[50, 60)"
Female,56,10401400.0,7248800.0,1785600.0,1365800.0,8303249.604137283,5307140.636577339,1761869.6055477199,1234239.3620122238,-2098150.395862717,-1941659.363422661,-23730.394452280132,-131560.6379877762,"[50, 60)"
Female,57,10269800.0,7031600.0,1731200.0,1505600.0,8298601.100133511,5223296.622607921,1731003.3257676903,1344301.1517578994,-1971198.8998664888,-1808303.3773920787,-196.67423230968416,-161298.84824210056,"[50, 60)"
Female,58,10138200.0,6814400.0,1676800.0,1645400.0,8281339.112423447,5127646.953193351,1677146.8250218723,1476545.334208224,-1856860.887576553,-1686753.0468066493,346.82502187229693,-168854.66579177603,"[50, 60)"
Female,59,10006600.0,6597200.0,1622400.0,1785200.0,8078069.839222615,4795780.002650177,1632801.0446113073,1649488.7919611307,-1928530.1607773853,-1801419.997349823,10401.044611307327,-135711.2080388693,"[50, 60)"
Female,60,9875000.0,6380000.0,1568000.0,1925000.0,7687133.529732184,4182471.608261462,1604569.3118474807,1900092.609623241,-2187866.4702678164,-2197528.391738538,36569.31184748071,-24907.390376758995,"[60, 70)"
Female,61,9755400.0,5784800.0,1567600.0,2401200.0,7170237.779981114,3401340.702549575,1573829.022190746,2195068.055240793,-2585162.220018886,-2383459.297450425,6229.02219074592,-206131.94475920685,"[60, 70)"
Female,62,9635800.0,5189600.0,1567200.0,2877400.0,6898955.292391845,2756588.224763799,1568505.4893088015,2573861.578319244,-2736844.707608155,-2433011.775236201,1305.4893088014796,-303538.4216807559,"[60, 70)"
Female,63,9516200.0,4594400.0,1566800.0,3353600.0,6762669.581384015,2178371.54288499,1563975.8055555555,3020322.2329434697,-2753530.4186159847,-2416028.45711501,-2824.194444444496,-333277.76705653034,"[60, 70)"
Female,64,9396600.0,3999200.0,1566400.0,3829800.0,6557615.505617977,1592764.5168539325,1570381.220037453,3394469.768726592,-2838984.494382023,-2406435.4831460677,3981.2200374531094,-435330.23127340805,"[60, 70)"
Female,65,9277000.0,3404000.0,1566000.0,4306000.0,6518310.014,1137095.5985,1583982.026,3797232.3895,-2758689.9859999996,-2266904.4014999997,17982.02600000007,-508767.61049999995,"[60, 70)"
Female,66,9049800.0,2814600.0,1596000.0,4638400.0,6478037.294117647,737270.9097007224,1602356.1857585139,4138410.198658411,-2571762.705882353,-2077329.0902992776,6356.185758513864,-499989.8013415891,"[60, 70)"
Female,67,8822600.0,2225200.0,1626000.0,4970800.0,6542981.443139348,445623.32941804593,1626413.4618259477,4470944.651895355,-2279618.556860652,-1779576.670581954,413.4618259477429,-499855.34810464457,"[60, 70)"
Female,68,8595400.0,1635800.0,1656000.0,5303200.0,6769782.166847237,327003.67876489705,1657132.5108342362,4785645.977248104,-1825617.8331527626,-1308796.321235103,1132.5108342361636,-517554.0227518957,"[60, 70)"
Female,69,8368200.0,1046400.0,1686000.0,5635600.0,6905847.654692932,229901.92468134416,1679814.796060255,4996130.933951332,-1462352.345307068,-816498.0753186558,-6185.20393974497,-639469.0660486678,"[60, 70)"
Female,70,8141000.0,457000.0,1716000.0,5968000.0,6993206.803444181,153942.70843230403,1694459.5950118764,5144804.5,-1147793.1965558194,-303057.29156769597,-21540.40498812357,-823195.5,"[70, 80)"
Female,71,8012200.0,389200.0,1704600.0,5918200.0,7033646.60495356,99078.1987616099,1688274.9244582043,5246293.481733746,-978553.39504644,-290121.8012383901,-16325.075541795697,-671906.5182662541,"[70, 80)"
Female,72,7883400.0,321400.0,1693200.0,5868400.0,7047571.381043257,64199.32697201018,1692534.82697201,5290837.227099237,-835828.6189567428,-257200.6730279898,-665.1730279899202,-577562.772900763,"[70, 80)"
Female,73,7754600.0,253600.0,1681800.0,5818600.0,6964126.473720608,50767.32918395574,1682254.1161825727,5231105.02835408,-790473.5262793917,-202832.67081604426,454.116182572674,-587494.9716459196,"[70, 80)"
Female,74,7625800.0,185800.0,1670400.0,5768800.0,6898914.65323141,39298.43502432245,1654403.786657401,5205212.431549687,-726885.3467685897,-146501.56497567755,-15996.213342599105,-563587.5684503131,"[70, 80)"
Female,75,7497000.0,118000.0,1659000.0,5719000.0,6786129.794871795,29942.849084249083,1609039.2432234432,5147147.702564103,-710870.205128205,-88057.15091575091,-49960.75677655684,-571852.2974358974,"[70, 80)"
Female,76,7375000.0,102400.0,1562200.0,5709400.0,6718707.721405229,22534.188725490196,1550244.4199346406,5145929.112745098,-656292.2785947714,-79865.8112745098,-11955.580065359361,-563470.8872549022,"[70, 80)"
Female,77,7253000.0,86800.0,1465400.0,5699800.0,6595456.910604733,17364.890446976337,1463819.036809816,5114272.98334794,-657543.089395267,-69435.10955302366,-1580.9631901839748,-585527.0166520597,"[70, 80)"
Female,78,7131000.0,71200.0,1368600.0,5690200.0,6492923.560773481,14180.58379373849,1368624.8729281768,5110118.104051566,-638076.4392265193,-57019.41620626151,24.872928176773712,-580081.8959484342,"[70, 80)"
Female,79,7009000.0,55600.0,1271800.0,5680600.0,6392924.695436508,11612.217261904761,1281617.1626984128,5099695.31547619,-616075.3045634916,-43987.78273809524,9817.16269841278,-580904.6845238097,"[70, 80)"
Female,80,6887000.0,40000.0,1175000.0,5671000.0,6280446.853971963,9494.93574766355,1200364.3574766356,5070587.5607476635,-606553.1460280372,-30505.06425233645,25364.357476635603,-600412.4392523365,"[80, 90)"
